Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,Quantity,Unit_Selling_Price,Unit_Profit,Total_Profit
35,2022-09-28,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000249,3,29.1,-0.8999999999999986,-2.6999999999999957
36,2022-10-30,First Class,Corporate,United States,Richardson,Texas,75080,Central,Technology,Phones,TEC-PH-10004977,7,1045.0,25.0,175.0
37,2023-07-27,First Class,Corporate,United States,Richardson,Texas,75080,Central,Furniture,Furnishings,FUR-FU-10003664,5,182.4,2.4000000000000057,12.000000000000028
38,2023-03-07,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10002986,9,107.8,17.799999999999997,160.2
39,2023-08-18,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,FUR-BO-10002545,3,519.4,59.39999999999998,178.19999999999993
40,2022-01-20,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004218,3,205.8,5.800000000000011,17.400000000000034
41,2023-06-29,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10000486,4,351.5,1.5,6.0
42,2022-06-28,Standard Class,Corporate,United States,Naperville,Illinois,60540,Central,Technology,Phones,TEC-PH-10004093,4,145.5,5.5,22.0
43,2023-02-09,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10003479,2,76.0,6.0,12.0
44,2023-09-18,Standard Class,Corporate,United States,Melbourne,Florida,32935,South,Office Supplies,Storage,OFF-ST-10003282,2,96.0,6.0,12.0
45,2022-11-11,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Technology,Accessories,TEC-AC-10000171,2,49.0,9.0,18.0
46,2022-05-27,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Office Supplies,Binders,OFF-BI-10003291,2,19.0,-1.0,-2.0
47,2023-02-03,Second Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10001713,4,201.6,21.599999999999994,86.39999999999998
48,2022-02-16,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Accessories,TEC-AC-10002167,3,47.5,-2.5,-7.5
49,2022-05-06,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,TEC-PH-10003988,2,19.2,-0.8000000000000007,-1.6000000000000014
50,2023-06-18,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Binders,OFF-BI-10004410,6,38.4,8.399999999999999,50.39999999999999
51,2022-01-11,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Labels,OFF-LA-10002762,6,76.8,6.799999999999997,40.79999999999998
52,2023-09-09,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Furnishings,FUR-FU-10001706,2,9.6,-0.40000000000000036,-0.8000000000000007
53,2022-01-31,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Chairs,FUR-CH-10003061,1,85.5,15.5,15.5
54,2023-07-30,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10000304,7,19.4,-0.6000000000000014,-4.20000000000001
55,2023-10-17,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002447,5,988.8,138.79999999999995,693.9999999999998
56,2023-07-06,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Storage,OFF-ST-10000604,6,199.5,-0.5,-3.0
57,2023-09-15,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,OFF-PA-10001569,5,28.5,-1.5,-7.5
58,2022-08-09,First Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,FUR-CH-10003968,5,313.6,23.600000000000023,118.00000000000011
59,2022-04-05,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,OFF-PA-10000587,2,9.6,-0.40000000000000036,-0.8000000000000007
60,2023-06-24,First Class,Consumer,United States,Troy,New York,12180,East,Technology,Accessories,TEC-AC-10002167,2,28.5,8.5,17.0
61,2022-03-10,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Binders,OFF-BI-10001460,4,49.0,9.0,36.0
62,2023-04-08,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,OFF-AR-10001868,1,0.0,0.0,0.0
63,2023-10-16,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10004633,2,9.7,-0.3000000000000007,-0.6000000000000014
64,2023-08-02,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001078,6,29.4,9.399999999999999,56.39999999999999
65,2022-11-05,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003892,3,142.5,12.5,37.5
66,2022-05-06,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10000397,4,78.4,8.400000000000006,33.60000000000002
67,2022-03-26,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10001146,5,199.5,19.5,97.5
68,2022-04-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,OFF-AR-10002671,8,1076.7,136.70000000000005,1093.6000000000004
69,2022-08-12,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Technology,Phones,TEC-PH-10002726,4,164.9,4.900000000000006,19.600000000000023
70,2022-02-25,First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10000482,2,78.4,8.400000000000006,16.80000000000001
71,2022-11-29,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004654,1,0.0,0.0,0.0
72,2022-12-18,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10004675,3,19.4,-0.6000000000000014,-1.8000000000000043
73,2023-03-07,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,FUR-CH-10000513,8,813.4,23.399999999999977,187.19999999999982
74,2023-07-12,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10003708,2,97.0,7.0,14.0
75,2022-10-21,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10004123,1,68.6,8.599999999999994,8.599999999999994
76,2023-04-17,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004182,3,0.0,0.0,0.0
77,2023-05-20,First Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000260,3,9.6,-0.40000000000000036,-1.200000000000001
78,2023-05-13,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000615,3,29.4,9.399999999999999,28.199999999999996
79,2022-10-20,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10003194,5,19.6,-0.3999999999999986,-1.999999999999993
80,2023-10-22,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Appliances,OFF-AP-10002118,1,203.7,13.699999999999989,13.699999999999989
81,2022-07-20,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,OFF-BI-10002309,3,19.6,-0.3999999999999986,-1.1999999999999957
82,2022-11-16,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002053,5,9.5,-0.5,-2.5
83,2022-11-10,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002370,1,19.2,-0.8000000000000007,-0.8000000000000007
84,2022-03-15,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Envelopes,OFF-EN-10000927,7,194.0,14.0,98.0
85,2023-10-03,First Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10003656,3,225.4,15.400000000000006,46.20000000000002
86,2022-03-20,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000863,2,285.0,25.0,50.0
87,2023-12-04,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,TEC-AC-10001998,1,19.0,-1.0,-1.0
88,2023-11-24,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Labels,OFF-LA-10000134,2,9.5,-0.5,-1.0
89,2023-12-30,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10003442,7,152.0,12.0,84.0
90,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10004930,3,19.6,-0.3999999999999986,-1.1999999999999957
91,2023-04-06,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10004093,2,68.6,8.599999999999994,17.19999999999999
92,2022-03-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000304,1,9.8,-0.1999999999999993,-0.1999999999999993
93,2023-04-07,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10003177,2,9.8,-0.1999999999999993,-0.3999999999999986
94,2022-05-13,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10003799,3,47.5,-2.5,-7.5
95,2022-04-23,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10002852,2,29.1,9.100000000000001,18.200000000000003
96,2023-12-17,Standard Class,Home Office,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10004738,1,9.8,-0.1999999999999993,-0.1999999999999993
97,2022-04-28,Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000629,7,95.0,15.0,105.0
98,2023-06-14,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001721,3,48.0,8.0,24.0
99,2023-02-05,Standard Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,OFF-AP-10000358,6,77.6,7.599999999999994,45.599999999999966
100,2023-12-30,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10003256,7,58.2,-1.7999999999999972,-12.59999999999998
101,2022-02-24,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10001767,3,95.0,15.0,45.0
102,2022-07-25,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002609,3,0.0,0.0,0.0
103,2022-01-14,Second Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,OFF-PA-10004040,4,19.2,-0.8000000000000007,-3.200000000000003
104,2022-12-22,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10001552,6,232.8,12.800000000000011,76.80000000000007
105,2022-06-09,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10004006,3,95.0,5.0,15.0
106,2023-10-28,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10002794,3,38.0,8.0,24.0
107,2022-10-18,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10003499,8,66.5,6.5,52.0
108,2022-11-23,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10002844,1,29.1,-0.8999999999999986,-0.8999999999999986
109,2023-10-12,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10000390,1,0.0,0.0,0.0
110,2023-03-17,Standard Class,Home Office,United States,Orland Park,Illinois,60462,Central,Technology,Accessories,TEC-AC-10000844,5,333.2,43.19999999999999,215.99999999999994
111,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10001934,2,39.2,9.200000000000003,18.400000000000006
112,2022-01-28,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Art,OFF-AR-10000380,2,77.6,7.599999999999994,15.199999999999989
113,2022-12-26,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,OFF-BI-10003981,6,29.1,-0.8999999999999986,-5.3999999999999915
114,2023-06-06,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10000621,14,39.2,-0.7999999999999972,-11.19999999999996
115,2023-11-08,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002600,2,0.0,0.0,0.0
116,2022-11-15,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10004965,3,19.2,-0.8000000000000007,-2.400000000000002
117,2022-06-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002504,6,123.5,3.5,21.0
118,2023-10-27,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10001768,3,758.4,38.39999999999998,115.19999999999993
119,2023-07-19,,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,OFF-BI-10003650,1,152.0,12.0,12.0
120,2023-03-30,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,FUR-FU-10002157,3,48.5,-1.5,-4.5
121,2022-03-03,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10003910,4,29.4,9.399999999999999,37.599999999999994
122,2022-10-20,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,OFF-ST-10000777,6,225.4,35.400000000000006,212.40000000000003
123,2023-01-23,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,OFF-EN-10002500,9,115.2,5.200000000000003,46.800000000000026
124,2023-01-21,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10003875,7,68.6,8.599999999999994,60.19999999999996
125,2023-07-18,Second Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004063,3,582.0,32.0,96.0
126,2023-07-15,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,FUR-TA-10004534,6,595.2,55.200000000000045,331.2000000000003
127,2022-07-14,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003274,2,0.0,0.0,0.0
128,2023-03-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,OFF-ST-10002974,7,230.4,30.400000000000006,212.80000000000004
129,2023-09-18,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10001146,2,78.4,8.400000000000006,16.80000000000001
130,2022-01-03,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10003773,3,230.4,10.400000000000006,31.200000000000017
131,2022-07-17,First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10002293,5,58.2,8.200000000000003,41.000000000000014
132,2022-03-30,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10002377,2,76.8,-3.200000000000003,-6.400000000000006
133,2022-05-01,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10002780,9,19.0,-1.0,-9.0
134,2023-04-29,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,OFF-PA-10001804,3,19.2,-0.8000000000000007,-2.400000000000002
135,2022-10-28,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,OFF-PA-10001736,1,38.0,8.0,8.0
136,2022-03-05,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,OFF-AR-10001149,4,9.5,-0.5,-2.0
137,2022-03-28,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,OFF-FA-10002988,2,0.0,0.0,0.0
138,2023-10-16,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,OFF-BI-10004781,3,78.4,8.400000000000006,25.200000000000017
139,2022-05-15,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,OFF-SU-10001218,6,66.5,6.5,39.0
140,2023-06-06,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,FUR-FU-10001706,14,39.2,-0.7999999999999972,-11.19999999999996
141,2022-06-10,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10004848,2,78.4,18.400000000000006,36.80000000000001
142,2022-07-22,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000940,3,9.7,-0.3000000000000007,-0.9000000000000021
143,2023-12-27,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,OFF-EN-10004030,3,9.8,-0.1999999999999993,-0.5999999999999979
144,2023-11-29,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10004327,3,133.0,3.0,9.0
145,2022-03-19,Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,OFF-AP-10001058,3,823.2,43.200000000000045,129.60000000000014
146,2023-06-04,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10003656,7,649.9,49.89999999999998,349.29999999999984
147,2023-05-31,Standard Class,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,FUR-FU-10000521,4,86.4,6.400000000000006,25.600000000000023
148,2022-06-12,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,TEC-PH-10000215,11,364.8,14.800000000000011,162.80000000000013
149,2022-05-18,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,TEC-PH-10001448,3,142.5,2.5,7.5
150,2022-01-23,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,FUR-CH-10000454,8,1891.5,311.5,2492.0
151,2023-08-21,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,OFF-BI-10002735,5,163.2,13.199999999999989,65.99999999999994
152,2023-08-31,First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,OFF-AP-10000326,5,152.0,12.0,60.0
153,2022-10-25,First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,TEC-PH-10001254,2,196.0,36.0,72.0
154,2022-10-07,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10001950,7,57.6,7.600000000000001,53.20000000000001
155,2023-03-25,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10002254,4,105.6,5.599999999999994,22.399999999999977
156,2023-03-27,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10001590,6,76.8,16.799999999999997,100.79999999999998
157,2022-05-03,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10001547,3,9.7,-0.3000000000000007,-0.9000000000000021
158,2022-05-18,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10004063,2,450.8,70.80000000000001,141.60000000000002
159,2022-04-25,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,OFF-LA-10002475,2,9.7,-0.3000000000000007,-0.6000000000000014
160,2022-06-30,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,TEC-PH-10004536,7,893.0,23.0,161.0
161,2022-01-10,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10002751,1,9.6,-0.40000000000000036,-0.40000000000000036
162,2023-11-27,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10003657,2,47.5,7.5,15.0
163,2022-02-16,Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,OFF-EN-10001990,5,28.8,-1.1999999999999993,-5.9999999999999964
164,2022-08-14,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10004002,2,29.1,9.100000000000001,18.200000000000003
165,2023-10-14,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,OFF-AR-10004441,3,9.5,-0.5,-1.5
166,2022-10-16,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,TEC-MA-10000822,8,7833.6,983.6000000000004,7868.800000000003
167,2022-11-20,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,OFF-ST-10000991,3,268.8,18.80000000000001,56.400000000000034
168,2023-11-04,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,FUR-CH-10004287,9,1670.4,50.40000000000009,453.6000000000008
169,2023-06-16,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,OFF-AR-10002656,6,28.8,-1.1999999999999993,-7.199999999999996
170,2022-10-20,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,OFF-AP-10002518,5,176.4,26.400000000000006,132.00000000000003
171,2022-07-12,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10003931,3,133.0,13.0,39.0
172,2022-01-28,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000659,3,19.6,-0.3999999999999986,-1.1999999999999957
173,2023-10-10,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10001144,2,105.6,5.599999999999994,11.199999999999989
174,2022-10-05,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10003817,7,333.2,43.19999999999999,302.3999999999999
